time,e1,e2,r1,r2,tau1,tau2
0.54504544,-0.1244874,-0.004537374,-0.70216393,-0.03347966,-4.4927416,-0.2990716
0.55004585,-0.124879956,-0.004579082,-0.6991272,-0.03073503,-4.4166183,-0.25568032
0.55504626,-0.12524748,-0.004606098,-0.69601065,-0.027805,-4.3410773,-0.21253078
0.5600467,-0.12559032,-0.00461784,-0.69281685,-0.024683744,-4.266219,-0.16966648
0.5650471,-0.12590861,-0.004613757,-0.6895467,-0.021365702,-4.1921344,-0.12712878
0.5700475,-0.12620258,-0.004593253,-0.6862017,-0.017845035,-4.11891,-0.08495444
0.5750479,-0.12647259,-0.004555702,-0.6827835,-0.014116049,-4.0466313,-0.043180436
0.5800483,-0.12671876,-0.0045005083,-0.67929244,-0.0101735,-3.9753785,-0.0018425882
0.58504874,-0.12694144,-0.0044270456,-0.67572993,-0.0060119927,-3.9052317,0.03902574
0.59004915,-0.12714052,-0.0043346733,-0.67209446,-0.0016262382,-3.83626,0.07939323
0.59504956,-0.1273166,-0.0042227507,-0.66838825,0.002988875,-3.7685382,0.119229764
0.60005003,-0.1274699,-0.0040905774,-0.6646111,0.007838458,-3.7021282,0.15851001
0.60505044,-0.12760043,-0.0039375573,-0.6607616,0.012926564,-3.637091,0.19720691
0.61005086,-0.12770844,-0.0037630051,-0.6568394,0.01825793,-3.5734825,0.23529866
0.61505127,-0.12779427,-0.0035662055,-0.65284425,0.023836792,-3.5113578,0.2727638
0.6200517,-0.12785792,-0.0033465177,-0.6487741,0.029666767,-3.4507637,0.30958435
0.6250521,-0.12789965,-0.0031032264,-0.64462775,0.03575149,-3.3917418,0.3457452
0.6300525,-0.12791967,-0.0028356612,-0.6404038,0.04209408,-3.33433,0.38123322
0.6350529,-0.12791812,-0.0025431365,-0.63610005,0.04869713,-3.2785633,0.41603738
0.64005333,-0.12789512,-0.0022249818,-0.631714,0.055562973,-3.2244663,0.45015162
0.64505374,-0.12785077,-0.0018805265,-0.62724286,0.06269324,-3.172062,0.48357087
0.65005416,-0.1277852,-0.0015091002,-0.6226838,0.07008931,-3.1213639,0.51629466
0.65505457,-0.12769854,-0.0011100173,-0.61803377,0.077751994,-3.0723836,0.5483252
0.660055,-0.1275909,-0.0006827116,-0.6132892,0.0856809,-3.025124,0.57966757
0.6650554,-0.12746215,-0.00022649765,-0.6084454,0.093875766,-2.9795785,0.6103318
0.67005587,-0.12731254,0.0002592504,-0.60349905,0.10233548,-2.9357388,0.64033175
0.6750563,-0.12714195,0.000775069,-0.59844506,0.11105755,-2.893586,0.66968274
0.6800567,-0.12695038,0.0013215244,-0.59327847,0.12003937,-2.8530936,0.69840693
0.6850571,-0.12673783,0.001899153,-0.5879942,0.12927732,-2.8142266,0.7265296
0.6900575,-0.12650406,0.0025084615,-0.58258605,0.13876683,-2.7769399,0.75408196
0.6950579,-0.12624931,0.0031498969,-0.5770496,0.14850244,-2.7411833,0.78109956
0.70005834,-0.12597322,0.0038239062,-0.5713774,0.15847787,-2.706892,0.8076215
0.70505875,-0.12567568,0.004530877,-0.56556314,0.16868564,-2.673997,0.83369255
0.71005917,-0.12535655,0.0052711666,-0.5596003,0.17911735,-2.6424155,0.85936344
0.7150596,-0.12501574,0.006044984,-0.5534822,0.18976301,-2.6120534,0.88469005
0.72006,-0.12465274,0.006852627,-0.5472001,0.20061225,-2.5828059,0.9097332
0.7250604,-0.12426746,0.0076942444,-0.5407471,0.211653,-2.5545578,0.9345603
0.7300608,-0.123859525,0.008569956,-0.5341151,0.22287214,-2.5271807,0.9592443
0.7350612,-0.12342882,0.009479821,-0.5272969,0.23425531,-2.5005376,0.9838639
0.7400617,-0.122974634,0.0104237795,-0.5202824,0.24578667,-2.4744706,1.0085033
0.7450621,-0.12249684,0.011401683,-0.51306427,0.25744888,-2.4488182,1.0332531
0.7500625,-0.12199497,0.0124133825,-0.5056337,0.26922375,-2.4234018,1.0582095
0.75506294,-0.12146866,0.01345858,-0.49798232,0.28109148,-2.3980312,1.0834744
0.76006335,-0.12091708,0.014536887,-0.49009934,0.2930307,-2.372499,1.1091552
0.76506376,-0.12034011,0.015647888,-0.48197782,0.30501932,-2.3465934,1.1353655
0.7700642,-0.11973691,0.016790956,-0.47360733,0.3170329,-2.3200812,1.162223
0.7750646,-0.11910689,0.017965436,-0.46497878,0.32904637,-2.2927227,1.1898503
0.780065,-0.11844957,0.019170552,-0.45608398,0.34103313,-2.264264,1.2183753
0.7850654,-0.117764354,0.020405412,-0.44691435,0.35296535,-2.2344413,1.2479303
0.7900658,-0.11705041,0.02166894,-0.4374604,0.36481354,-2.202979,1.2786475
0.79506624,-0.11630702,0.022960067,-0.42771372,0.37654763,-2.1695938,1.3106657
0.80006665,-0.11553359,0.024277508,-0.41766688,0.38813615,-2.1339931,1.3441236
0.80506706,-0.114729285,0.025619864,-0.40731174,0.39954644,-2.0958767,1.3791612
0.81006753,-0.11389339,0.026985705,-0.39664128,0.41074574,-2.0549383,1.4159226
0.81506795,-0.11302495,0.028373271,-0.385648,0.42169902,-2.0108705,1.4545425
0.82006836,-0.11212337,0.029780835,-0.3743268,0.43237188,-1.9633622,1.4951633
0.8250688,-0.111187816,0.031206489,-0.3626721,0.44272888,-1.9121047,1.5379176
0.8300692,-0.11021721,0.032648176,-0.35067797,0.45273432,-1.8567826,1.5829393
0.8350696,-0.10921121,0.03410375,-0.33834302,0.4623524,-1.7970974,1.6303537
0.84007,-0.1081686,0.03557098,-0.32566237,0.4715476,-1.7327489,1.6802825
0.8450704,-0.107088685,0.037047416,-0.31263477,0.48028412,-1.6634458,1.732838
0.85007083,-0.10597062,0.03853053,-0.29925925,0.48852682,-1.5889162,1.7881237
0.85507125,-0.104813814,0.040017694,-0.28553724,0.49624136,-1.5088954,1.8462352
0.86007166,-0.10361731,0.04150617,-0.27146938,0.5033942,-1.4231386,1.9072545
0.8650721,-0.102380395,0.04299313,-0.25705886,0.50995296,-1.3314183,1.9712555
0.8700725,-0.10110247,0.044475615,-0.24231055,0.5158865,-1.2335322,2.0382957
0.8750729,-0.099782705,0.04595062,-0.22722942,0.5211654,-1.1293015,2.10842
0.88007337,-0.09842062,0.047415078,-0.21182346,0.5257621,-1.018574,2.1816592
0.8850738,-0.09701562,0.048865795,-0.1961014,0.52965075,-0.90122634,2.2580285
0.8900742,-0.09556711,0.050299585,-0.18007317,0.53280807,-0.77716553,2.337527
0.8950746,-0.094074726,0.051713258,-0.16375118,0.53521335,-0.6463312,2.4201403
0.900075,-0.09253824,0.053103536,-0.1471496,0.5368483,-0.5086979,2.505836
0.90507543,-0.090957046,0.05446714,-0.13028198,0.53769714,-0.36427024,2.5945668
0.91007584,-0.08933103,0.055800796,-0.11316553,0.53774726,-0.21309185,2.6862686
0.91507626,-0.08766019,0.05710128,-0.095819,0.5369892,-0.055239797,2.7808642
0.92007667,-0.085944414,0.058365375,-0.078261554,0.53541625,0.1091719,2.8782594
0.9250771,-0.08418381,0.059589893,-0.06051454,0.533025,0.27999628,2.9783492
0.9300775,-0.08237851,0.060771793,-0.042600006,0.52981544,0.45705152,3.0810127
0.9350779,-0.080528975,0.061907977,-0.0245426,0.52579,0.6401232,3.1861181
0.9400783,-0.078635335,0.06299555,-0.006365657,0.52095497,0.8289687,3.2935247
0.94507873,-0.076698184,0.06403169,0.011904448,0.51531935,1.0233098,3.4030795
0.9500792,-0.07471812,0.06501368,0.030241191,0.50889504,1.2228457,3.5146217
0.9550796,-0.07269585,0.06593889,0.048617095,0.50169665,1.4272484,3.6279855
0.96008,-0.07063234,0.066804856,0.06700352,0.49374148,1.6361715,3.743001
0.96508044,-0.06852865,0.06760934,0.085371226,0.48504958,1.8492434,3.8594918
0.97008085,-0.06638563,0.06835014,0.10369247,0.47564268,2.0660775,3.977278
0.97508126,-0.06420469,0.06902528,0.12193692,0.465545,2.2862737,4.096183
0.9800817,-0.061987042,0.06963295,0.1400758,0.45478225,2.5094233,4.2160273
0.9850821,-0.059734225,0.070171565,0.15807933,0.4433821,2.735107,4.3366375
0.9900825,-0.05744779,0.07063964,0.1759184,0.4313729,2.9628992,4.4578385
0.9950829,-0.05512929,0.0710358,0.19356492,0.4187836,3.1923807,4.5794635
1.0000833,-0.05278063,0.0713591,0.21099001,0.40564525,3.4231224,4.70135
1.0050838,-0.050403595,0.07160854,0.22816646,0.39198804,3.6547058,4.823342
1.0100842,-0.048000097,0.071783274,0.24506775,0.37784192,3.8867211,4.9452906
1.0150846,-0.04557228,0.0718829,0.2616675,0.36323845,4.1187654,5.0670605
1.020085,-0.043122172,0.071906805,0.27794132,0.3482064,4.350447,5.1885166
1.0250854,-0.040651917,0.07185501,0.29386574,0.33277667,4.5813975,5.309548
1.0300858,-0.03816402,0.07172716,0.309417,0.316976,4.8112535,5.43004
1.0350863,-0.035660505,0.07152349,0.3245753,0.3008328,5.039679,5.5498986
1.0400866,-0.033143997,0.071244,0.33931953,0.2843718,5.2663574,5.669037
1.0450871,-0.030616522,0.070889175,0.353633,0.267618,5.490994,5.7873797
1.0500875,-0.028080702,0.070459306,0.36749774,0.25059342,5.7133203,5.904868
1.0550879,-0.02553904,0.06995505,0.38089794,0.23331928,5.93309,6.0214505
1.0600884,-0.022993922,0.069376945,0.39382005,0.21581382,6.15009,6.1370893
1.0650887,-0.02044797,0.068725586,0.40625066,0.19809324,6.3641276,6.2517557
1.0700892,-0.017903566,0.068001926,0.4181791,0.18017298,6.575041,6.3654346
1.0750896,-0.015363097,0.06720656,0.42959595,0.16206414,6.7827005,6.478118
1.08009,-0.0128291845,0.066340506,0.44049197,0.14377809,6.9870005,6.5898147
1.0850904,-0.010304213,0.065404475,0.45086026,0.1253221,7.187858,6.70053
1.0900909,-0.0077905655,0.0643996,0.46069506,0.10670346,7.3852305,6.810292
